io.dropwizard:dropwizard-assets,1.0.5,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.dropwizard:dropwizard-configuration,1.0.5,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.dropwizard:dropwizard-core,1.0.5,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.dropwizard:dropwizard-db,1.0.5,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.dropwizard:dropwizard-hibernate,1.0.5,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.dropwizard:dropwizard-jackson,1.0.5,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.dropwizard:dropwizard-jersey,1.0.5,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.dropwizard:dropwizard-jetty,1.0.5,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.dropwizard:dropwizard-lifecycle,1.0.5,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.dropwizard:dropwizard-logging,1.0.5,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.dropwizard:dropwizard-metrics,1.0.5,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.dropwizard:dropwizard-request-logging,1.0.5,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.dropwizard:dropwizard-servlets,1.0.5,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.dropwizard:dropwizard-util,1.0.5,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.dropwizard:dropwizard-validation,1.0.5,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.dropwizard:dropwizard-views,1.0.5,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.dropwizard:dropwizard-views-mustache,1.0.5,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.netty:netty,3.10.6.Final,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.swagger:swagger-annotations,1.5.9,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.swagger:swagger-core,1.5.9,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.swagger:swagger-jaxrs,1.5.9,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.swagger:swagger-jersey2-jaxrs,1.5.9,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
io.swagger:swagger-models,1.5.9,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
javax.annotation:javax.annotation-api,1.2,CDDL + GPLv2 with classpath exception,"",Not approved,Gradle,""
javax.inject:javax.inject,1,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
javax.interceptor:javax.interceptor-api,1.2,CDDL + GPLv2 with classpath exception,"",Not approved,Gradle,""
javax.servlet:javax.servlet-api,3.1.0,CDDL + GPLv2 with classpath exception,"",Not approved,Gradle,""
javax.transaction:javax.transaction-api,1.2,CDDL + GPLv2 with classpath exception,"",Not approved,Gradle,""
javax.transaction:jta,1.1,unknown,"",Not approved,Gradle,""
javax.validation:validation-api,1.1.0.Final,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
javax.ws.rs:javax.ws.rs-api,2.0.1,"CDDL 1.1,GPL2 w/ CPE",",",Not approved,Gradle,""
joda-time:joda-time,2.9.7,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
net.minidev:accessors-smart,1.2,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
net.minidev:json-smart,2.3,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
net.sourceforge.argparse4j:argparse4j,0.7.0,MIT,http://opensource.org/licenses/mit-license,Approved,Gradle,""
org.apache.commons:commons-compress,1.12,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.commons:commons-lang3,3.4,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.lucene:lucene-analyzers-common,5.5.2,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.lucene:lucene-backward-codecs,5.5.2,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.lucene:lucene-core,5.5.2,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.lucene:lucene-grouping,5.5.2,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.lucene:lucene-highlighter,5.5.2,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.lucene:lucene-join,5.5.2,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.lucene:lucene-memory,5.5.2,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.lucene:lucene-misc,5.5.2,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.lucene:lucene-queries,5.5.2,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.lucene:lucene-queryparser,5.5.2,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.lucene:lucene-sandbox,5.5.2,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.lucene:lucene-spatial,5.5.2,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.lucene:lucene-spatial3d,5.5.2,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.lucene:lucene-suggest,5.5.2,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.shiro:shiro-core,1.2.3,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.shiro:shiro-web,1.2.3,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.tomcat.embed:tomcat-embed-core,8.5.11,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.tomcat.embed:tomcat-embed-el,8.5.11,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.tomcat.embed:tomcat-embed-websocket,8.5.11,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.tomcat:tomcat-jdbc,8.5.11,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.apache.tomcat:tomcat-juli,8.5.11,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.aspectj:aspectjweaver,1.8.9,Eclipse Public License - v 1.0,"",Not approved,Gradle,""
org.basepom:basepom-foundation,15,unknown,"",Not approved,Gradle,""
org.bouncycastle:bcpkix-jdk15on,1.55,Bouncy Castle Licence,"",Not approved,Gradle,""
org.bouncycastle:bcprov-jdk15on,1.55,Bouncy Castle Licence,"",Not approved,Gradle,""
org.codehaus.groovy:groovy-all,2.4.11,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.codehaus.jackson:jackson-core-asl,1.9.13,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.codehaus.jackson:jackson-mapper-asl,1.9.13,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.codehaus.woodstox:stax2-api,3.1.4,The BSD License,"",Approved,Gradle,""
org.eclipse.jetty.toolchain.setuid:jetty-setuid-java,1.0.3,"Apache Software License - Version 2.0,Eclipse Public License - Version 1.0",",",Not approved,Gradle,""
org.eclipse.jetty:jetty-continuation,9.4.2.v20170220,"Apache Software License - Version 2.0,Eclipse Public License - Version 1.0",",",Not approved,Gradle,""
org.eclipse.jetty:jetty-http,9.4.2.v20170220,"Apache Software License - Version 2.0,Eclipse Public License - Version 1.0",",",Not approved,Gradle,""
org.eclipse.jetty:jetty-io,9.4.2.v20170220,"Apache Software License - Version 2.0,Eclipse Public License - Version 1.0",",",Not approved,Gradle,""
org.eclipse.jetty:jetty-security,9.4.2.v20170220,"Apache Software License - Version 2.0,Eclipse Public License - Version 1.0",",",Not approved,Gradle,""
org.eclipse.jetty:jetty-server,9.4.2.v20170220,"Apache Software License - Version 2.0,Eclipse Public License - Version 1.0",",",Not approved,Gradle,""
org.eclipse.jetty:jetty-servlet,9.4.2.v20170220,"Apache Software License - Version 2.0,Eclipse Public License - Version 1.0",",",Not approved,Gradle,""
org.eclipse.jetty:jetty-servlets,9.4.2.v20170220,"Apache Software License - Version 2.0,Eclipse Public License - Version 1.0",",",Not approved,Gradle,""
org.eclipse.jetty:jetty-util,9.4.2.v20170220,"Apache Software License - Version 2.0,Eclipse Public License - Version 1.0",",",Not approved,Gradle,""
org.eclipse.jetty:jetty-webapp,9.4.2.v20170220,"Apache Software License - Version 2.0,Eclipse Public License - Version 1.0",",",Not approved,Gradle,""
org.eclipse.jetty:jetty-xml,9.4.2.v20170220,"Apache Software License - Version 2.0,Eclipse Public License - Version 1.0",",",Not approved,Gradle,""
org.elasticsearch:elasticsearch,2.4.4,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.elasticsearch:securesm,1.0,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.flywaydb:flyway-core,3.2.1,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.glassfish.hk2.external:aopalliance-repackaged,2.5.0-b32,CDDL + GPLv2 with classpath exception,"",Not approved,Gradle,""
org.glassfish.hk2.external:javax.inject,2.5.0-b32,CDDL + GPLv2 with classpath exception,"",Not approved,Gradle,""
org.glassfish.hk2:hk2-api,2.5.0-b32,CDDL + GPLv2 with classpath exception,"",Not approved,Gradle,""
org.glassfish.hk2:hk2-locator,2.5.0-b32,CDDL + GPLv2 with classpath exception,"",Not approved,Gradle,""
org.glassfish.hk2:hk2-utils,2.5.0-b32,CDDL + GPLv2 with classpath exception,"",Not approved,Gradle,""
org.glassfish.hk2:osgi-resource-locator,1.0.1,CDDL + GPLv2 with classpath exception,"",Not approved,Gradle,""
org.glassfish.jersey.bundles.repackaged:jersey-guava,2.25.1,CDDL+GPL License,"",Not approved,Gradle,""
org.glassfish.jersey.containers:jersey-container-servlet,2.25.1,CDDL+GPL License,"",Not approved,Gradle,""
org.glassfish.jersey.containers:jersey-container-servlet-core,2.25.1,CDDL+GPL License,"",Not approved,Gradle,""
org.glassfish.jersey.core:jersey-client,2.25.1,CDDL+GPL License,"",Not approved,Gradle,""
org.glassfish.jersey.core:jersey-common,2.25.1,CDDL+GPL License,"",Not approved,Gradle,""
org.glassfish.jersey.core:jersey-server,2.25.1,CDDL+GPL License,"",Not approved,Gradle,""
org.glassfish.jersey.ext:jersey-bean-validation,2.25.1,CDDL+GPL License,"",Not approved,Gradle,""
org.glassfish.jersey.ext:jersey-declarative-linking,2.23.2,CDDL+GPL License,"",Not approved,Gradle,""
org.glassfish.jersey.ext:jersey-metainf-services,2.23.2,CDDL+GPL License,"",Not approved,Gradle,""
org.glassfish.jersey.media:jersey-media-jaxb,2.25.1,CDDL+GPL License,"",Not approved,Gradle,""
org.glassfish.jersey.media:jersey-media-multipart,2.1,CDDL+GPL License,"",Not approved,Gradle,""
org.glassfish:javax.el,3.0.0,CDDL + GPLv2 with classpath exception,"",Not approved,Gradle,""
org.hdrhistogram:HdrHistogram,2.1.6,"Public Domain, per Creative Commons CC0","",Not approved,Gradle,""
org.hibernate.common:hibernate-commons-annotations,5.0.1.Final,GNU Lesser General Public License,"",Not approved,Gradle,""
org.hibernate.javax.persistence:hibernate-jpa-2.1-api,1.0.0.Final,"Eclipse Public License (EPL), Version 1.0,Eclipse Distribution License (EDL), Version 1.0",",",Not approved,Gradle,""
org.hibernate:hibernate-core,5.0.12.Final,GNU Lesser General Public License,"",Not approved,Gradle,""
org.hibernate:hibernate-entitymanager,5.0.12.Final,GNU Lesser General Public License,"",Not approved,Gradle,""
org.hibernate:hibernate-validator,5.3.4.Final,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.jadira.usertype:usertype.core,5.0.0.GA,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.jadira.usertype:usertype.spi,5.0.0.GA,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.javassist:javassist,3.21.0-GA,"MPL 1.1,LGPL 2.1,Apache 2.0",",,http://www.apache.org/licenses/LICENSE-2.0.txt",Approved,Gradle,""
org.jboss.logging:jboss-logging,3.3.0.Final,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.jboss:jandex,2.0.0.Final,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.jvnet.mimepull:mimepull,1.8,"CDDL 1.1,GPL2 w/ CPE",",",Not approved,Gradle,""
org.ow2.asm:asm,5.0.4,BSD,http://en.wikipedia.org/wiki/BSD_licenses#4-clause_license_.28original_.22BSD_License.22.29,Approved,Gradle,""
org.postgresql:postgresql,9.4.1212.jre7,The PostgreSQL License,"",Not approved,Gradle,""
org.reflections:reflections,0.9.10,"WTFPL,The New BSD License",",",Not approved,Gradle,""
org.secnod.dropwizard:dropwizard-shiro,0.2.0,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.secnod.shiro:shiro-jersey,0.2.0,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.slf4j:jcl-over-slf4j,1.7.24,MIT,http://opensource.org/licenses/mit-license,Approved,Gradle,""
org.slf4j:jul-to-slf4j,1.7.24,MIT,http://opensource.org/licenses/mit-license,Approved,Gradle,""
org.slf4j:log4j-over-slf4j,1.7.24,Apache Software Licenses,"",Approved,Gradle,""
org.slf4j:slf4j-api,1.7.24,MIT,http://opensource.org/licenses/mit-license,Approved,Gradle,""
org.slf4j:slf4j-ext,1.7.22,MIT,http://opensource.org/licenses/mit-license,Approved,Gradle,""
org.springframework.boot:spring-boot,1.5.2.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework.boot:spring-boot-autoconfigure,1.5.2.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework.boot:spring-boot-starter,1.5.2.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework.boot:spring-boot-starter-aop,1.5.2.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework.boot:spring-boot-starter-data-jpa,1.5.3.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework.boot:spring-boot-starter-jdbc,1.5.2.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework.boot:spring-boot-starter-logging,1.5.2.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework.boot:spring-boot-starter-security,1.5.2.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework.boot:spring-boot-starter-tomcat,1.5.2.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework.boot:spring-boot-starter-web,1.5.2.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework.data:spring-data-commons,1.13.1.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework.data:spring-data-jpa,1.11.1.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework.security.oauth:spring-security-oauth2,2.0.13.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework.security:spring-security-config,4.2.2.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework.security:spring-security-core,4.2.2.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework.security:spring-security-web,4.2.2.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework:spring-aop,4.3.7.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework:spring-aspects,4.3.7.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework:spring-beans,4.3.7.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework:spring-context,4.3.7.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework:spring-core,4.3.7.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework:spring-expression,4.3.7.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework:spring-jdbc,4.3.7.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework:spring-orm,4.3.7.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework:spring-tx,4.3.7.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework:spring-web,4.3.7.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.springframework:spring-webmvc,4.3.7.RELEASE,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.webjars:angularjs,1.4.3,MIT,http://opensource.org/licenses/mit-license,Approved,Gradle,""
org.webjars:bootstrap,3.2.0,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
org.webjars:jquery,2.1.1,MIT,http://opensource.org/licenses/mit-license,Approved,Gradle,""
org.webjars:webjars-locator,0.32,MIT,http://opensource.org/licenses/mit-license,Approved,Gradle,""
org.webjars:webjars-locator-core,0.30,MIT,http://opensource.org/licenses/mit-license,Approved,Gradle,""
org.yaml:snakeyaml,1.17,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Approved,Gradle,""
